date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:18:00	1083/1083	---M-Z	200	added ('OK')	application/rss+xml	etag:%2237eb867df68d44cdb7454904f77571a2%22	https://suarendadigitalemcasa.com.br/feed/	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/feed/index.html	(from https://suarendadigitalemcasa.com.br/)
17:18:01	11053/11053	---MCZ	200	added ('OK')	text/css	etag:W/%222b2d-66683c4f-fd807;br%22	https://suarendadigitalemcasa.com.br/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.21.3	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min11d9.css	(from https://suarendadigitalemcasa.com.br/)
17:18:01	81633/81633	---MCZ	200	added ('OK')	text/css	etag:W/%2213ee1-66683c5e-bd225;br%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/elementor/css/global.css?ver=1718107230	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/elementor/css/global4942.css	(from https://suarendadigitalemcasa.com.br/)
17:18:01	86720/86720	---MCZ	200	added ('OK')	text/css	etag:W/%22152c0-66683c5f-bd2a6;br%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/elementor/css/post-78.css?ver=1718107231	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/elementor/css/post-787515.css	(from https://suarendadigitalemcasa.com.br/)
17:18:01	747/747	---M-Z	200	added ('OK')	application/rss+xml	etag:%2237eb867df68d44cdb7454904f77571a2%22	https://suarendadigitalemcasa.com.br/comments/feed/	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/comments/feed/index.html	(from https://suarendadigitalemcasa.com.br/)
17:18:01	25443/25443	---MCZ	200	added ('OK')	text/css	etag:W/%226363-6667ab21-fc73a;br%22	https://suarendadigitalemcasa.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.11.0	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.minf416.css	(from https://suarendadigitalemcasa.com.br/)
17:18:02	30999/30999	---MCZ	200	added ('OK')	text/css	etag:W/%227917-6667ab1e-fc3a7;br%22	https://suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://suarendadigitalemcasa.com.br/)
17:18:02	87553/87553	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2215601-65675aa0-82e2a;br%22	https://suarendadigitalemcasa.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-includes/js/jquery/jquery.minf43b.js	(from https://suarendadigitalemcasa.com.br/)
17:18:02	13577/13577	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223509-65360e5c-82e28;br%22	https://suarendadigitalemcasa.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://suarendadigitalemcasa.com.br/)
17:18:03	223595/223595	---MCZ	200	added ('OK')	application/json	date:Fri,%2004%20Oct%202024%2020:18:05%20GMT	https://suarendadigitalemcasa.com.br/wp-json/	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-json/index.html	(from https://suarendadigitalemcasa.com.br/)
17:18:03	90117/90117	---MCZ	200	added ('OK')	application/json	date:Fri,%2004%20Oct%202024%2020:18:06%20GMT	https://suarendadigitalemcasa.com.br/wp-json/wp/v2/pages/78	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-json/wp/v2/pages/78.json	(from https://suarendadigitalemcasa.com.br/)
17:18:04	883/883	---M-Z	200	added ('OK')	text/xml	date:Fri,%2004%20Oct%202024%2020:18:06%20GMT	https://suarendadigitalemcasa.com.br/xmlrpc.php?rsd	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/xmlrpc0db0.php	(from https://suarendadigitalemcasa.com.br/)
17:18:04	2645/2645	---M-Z	200	added ('OK')	application/json	date:Fri,%2004%20Oct%202024%2020:18:07%20GMT	https://suarendadigitalemcasa.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsuarendadigitalemcasa.com.br%2F	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-json/oembed/1.0/embed7565.json	(from https://suarendadigitalemcasa.com.br/)
17:18:05	2824/2824	---M-Z	200	added ('OK')	text/xml	date:Fri,%2004%20Oct%202024%2020:18:07%20GMT	https://suarendadigitalemcasa.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsuarendadigitalemcasa.com.br%2F&format=xml	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-json/oembed/1.0/embedc15f	(from https://suarendadigitalemcasa.com.br/)
17:18:05	343/343	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22157-65678c13-b27;br%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2023/11/icon.svg	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2023/11/icon.svg	(from https://suarendadigitalemcasa.com.br/)
17:18:06	52902/52902	---M--	200	added ('OK')	image/webp	etag:%22cea6-65dce20d-bd888;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/financeira.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/financeira.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:06	26406/26406	---M--	200	added ('OK')	image/webp	etag:%226726-65dce20d-bd88b;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/geografica.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/geografica.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:06	55946/55946	---M--	200	added ('OK')	image/webp	etag:%22da8a-65dce20d-bd88e;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/tempo.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/tempo.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:06	10094/10094	---MCZ	200	added ('OK')	text/css	etag:W/%22276e-6667ab1e-fc25d;br%22	https://suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://suarendadigitalemcasa.com.br/)
17:18:06	29040/29040	---M--	200	added ('OK')	image/webp	etag:%227170-65dd0a94-3456;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/01-1.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/01-1.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:07	21314/21314	---M--	200	added ('OK')	image/webp	etag:%225342-65dd0a95-345d;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/02-1.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/02-1.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:07	16356/16356	---M--	200	added ('OK')	image/webp	etag:%223fe4-65dd0a96-3462;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/03-1.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/03-1.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:07	32948/32948	---M--	200	added ('OK')	image/webp	etag:%2280b4-65dd0a96-3463;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/04-1.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/04-1.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:07	20042/20042	---M--	200	added ('OK')	image/webp	etag:%224e4a-65dd0a97-3465;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/05.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/05.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:08	24938/24938	---M--	200	added ('OK')	image/webp	etag:%22616a-65dd0a97-346a;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/06.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/06.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:08	44658/44658	---M--	200	added ('OK')	image/webp	etag:%22ae72-65dce2e9-bd8a6;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/NOTICIA-1-1024x646.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/NOTICIA-1-1024x646.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:08	47860/47860	---M--	200	added ('OK')	image/webp	etag:%22baf4-65dce2ea-bd8ab;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/NOTICIA-2-1024x646.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/NOTICIA-2-1024x646.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:08	70390/70390	---M--	200	added ('OK')	image/webp	etag:%22112f6-65dce333-bd8ae;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/mok07.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/mok07.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:09	29052/29052	---M--	200	added ('OK')	image/webp	etag:%22717c-65dce334-bd8b3;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/01.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/01.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:09	78702/78702	---M--	200	added ('OK')	image/webp	etag:%221336e-65dce36b-bd8d0;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/Thiago-Hora.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/Thiago-Hora.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:09	98126/98126	---M--	200	added ('OK')	image/webp	etag:%2217f4e-65dce36c-bd8df;;;%22	https://suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/Nathalia-narrima.webp	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/uploads/2024/02/Nathalia-narrima.webp	(from https://suarendadigitalemcasa.com.br/)
17:18:09	9929/9929	---MCZ	200	added ('OK')	text/css	etag:W/%2226c9-6667ab1e-fc25f;br%22	https://suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://suarendadigitalemcasa.com.br/)
17:18:10	2937/2937	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22b79-65dcaa4b-becad;br%22	https://suarendadigitalemcasa.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.0.1	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min41fe.js	(from https://suarendadigitalemcasa.com.br/)
17:18:10	22951/22951	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2259a7-6667ab22-fc787;br%22	https://suarendadigitalemcasa.com.br/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min.js?ver=3.11.0	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.minf416.js	(from https://suarendadigitalemcasa.com.br/)
17:18:10	5825/5825	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2216c1-66683c4f-fd8b5;br%22	https://suarendadigitalemcasa.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.21.3	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min11d9.js	(from https://suarendadigitalemcasa.com.br/)
17:18:10	4997/4997	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221385-6667ab1e-fc37f;br%22	https://suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.21.8	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min3cad.js	(from https://suarendadigitalemcasa.com.br/)
17:18:10	63275/63275	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22f72b-6667ab1e-fc301;br%22	https://suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.21.8	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min3cad.js	(from https://suarendadigitalemcasa.com.br/)
17:18:11	4307/4307	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2210d3-660ccef0-82d30;br%22	https://suarendadigitalemcasa.com.br/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-includes/js/dist/hooks.min2757.js	(from https://suarendadigitalemcasa.com.br/)
17:18:11	9141/9141	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2223b5-660ccef0-82cd9;br%22	https://suarendadigitalemcasa.com.br/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-includes/js/dist/i18n.minc33c.js	(from https://suarendadigitalemcasa.com.br/)
17:18:11	25066/25066	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2261ea-66683c4f-fd89e;br%22	https://suarendadigitalemcasa.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.21.3	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min11d9.js	(from https://suarendadigitalemcasa.com.br/)
17:18:11	12198/12198	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%222fa6-6667ab1e-fc3f1;br%22	https://suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://suarendadigitalemcasa.com.br/)
17:18:12	21464/21464	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2253d8-66973c6e-82e23;br%22	https://suarendadigitalemcasa.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-includes/js/jquery/ui/core.minb37e.js	(from https://suarendadigitalemcasa.com.br/)
17:18:12	39972/39972	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%229c24-6667ab1e-fc2ff;br%22	https://suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.21.8	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/plugins/elementor/assets/js/frontend.min3cad.js	(from https://suarendadigitalemcasa.com.br/)
17:18:13	38282/38282	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22958a-66683c4f-fd87e;br%22	https://suarendadigitalemcasa.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.21.3	C:/Meus%20Sites/renda%20extra/suarendadigitalemcasa.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min11d9.js	(from https://suarendadigitalemcasa.com.br/)
